PolicyNo,InceptionDate,ExpiryDate,Region,Industry,RevenueBand,Employees,CyberControlsScore,Underwriter,Premium,ClaimsCount,ClaimsAmount,Year,Month,LossRatio,Frequency,Severity
POL101245,2024-03-27,2025-03-27,US,Tech,<100k,4,58.4,UW-A,221.92,0,0.0,2024,3,0.0,0,0.0
POL101246,2024-02-24,2025-02-23,UK,Professional Services,<100k,5,69.7,UW-C,229.52,0,0.0,2024,2,0.0,0,0.0
POL101247,2024-10-14,2025-10-14,APAC,Manufacturing,<100k,4,77.0,UW-A,218.43,0,0.0,2024,10,0.0,0,0.0
POL101248,2024-06-26,2025-06-26,EMEA,Healthcare,100k-500k,14,64.4,UW-A,885.23,0,0.0,2024,6,0.0,0,0.0
POL101249,2024-12-14,2025-12-14,US,Retail,100k-500k,21,68.2,UW-A,850.86,0,0.0,2024,12,0.0,0,0.0
POL101250,2024-01-08,2025-01-07,EMEA,Retail,100k-500k,5,85.7,UW-C,856.79,1,81278.84,2024,1,94.86436583060026,1,81278.84
POL101251,2024-11-16,2025-11-16,US,Manufacturing,100k-500k,22,71.9,UW-A,827.57,0,0.0,2024,11,0.0,0,0.0
POL101252,2024-11-08,2025-11-08,EMEA,Tech,2m-10m,198,66.0,UW-A,7879.77,0,0.0,2024,11,0.0,0,0.0
POL101253,2024-09-03,2025-09-03,US,Professional Services,2m-10m,85,49.8,UW-A,8302.78,0,0.0,2024,9,0.0,0,0.0
POL101254,2024-11-18,2025-11-18,UK,Tech,100k-500k,5,75.0,UW-D,806.71,0,0.0,2024,11,0.0,0,0.0
POL101255,2024-09-11,2025-09-11,APAC,Retail,100k-500k,8,69.9,UW-B,860.24,0,0.0,2024,9,0.0,0,0.0
POL101256,2024-11-23,2025-11-23,EMEA,Professional Services,<100k,4,84.2,UW-C,213.03,0,0.0,2024,11,0.0,0,0.0
POL101257,2024-02-23,2025-02-22,APAC,Professional Services,10m+,1057,55.1,UW-C,23899.48,0,0.0,2024,2,0.0,0,0.0
POL101258,2024-09-05,2025-09-05,EMEA,Retail,<100k,4,37.7,UW-A,252.94,0,0.0,2024,9,0.0,0,0.0
POL101259,2024-08-26,2025-08-26,UK,Tech,100k-500k,21,39.3,UW-B,921.07,0,0.0,2024,8,0.0,0,0.0
POL101260,2024-08-16,2025-08-16,UK,Tech,100k-500k,13,75.9,UW-A,830.58,0,0.0,2024,8,0.0,0,0.0
POL101261,2024-03-07,2025-03-07,UK,Healthcare,100k-500k,23,56.2,UW-B,816.08,0,0.0,2024,3,0.0,0,0.0
POL101262,2024-02-20,2025-02-19,UK,Professional Services,<100k,5,71.5,UW-B,212.97,0,0.0,2024,2,0.0,0,0.0
POL101263,2024-04-06,2025-04-06,UK,Manufacturing,500k-2m,23,66.5,UW-B,2896.36,0,0.0,2024,4,0.0,0,0.0
POL101264,2024-04-01,2025-04-01,US,Healthcare,<100k,5,62.4,UW-A,241.09,0,0.0,2024,4,0.0,0,0.0
POL101265,2024-09-20,2025-09-20,US,Tech,100k-500k,17,63.4,UW-A,759.86,0,0.0,2024,9,0.0,0,0.0
POL101266,2024-10-17,2025-10-17,UK,Healthcare,<100k,5,52.0,UW-C,225.41,0,0.0,2024,10,0.0,0,0.0
POL101267,2024-04-05,2025-04-05,US,Tech,<100k,1,64.8,UW-C,223.73,0,0.0,2024,4,0.0,0,0.0
POL101268,2024-03-28,2025-03-28,UK,Manufacturing,2m-10m,237,53.9,UW-A,7720.63,0,0.0,2024,3,0.0,0,0.0
POL101269,2024-03-18,2025-03-18,US,Other,<100k,3,59.4,UW-A,217.73,0,0.0,2024,3,0.0,0,0.0
POL101270,2024-10-14,2025-10-14,APAC,Retail,500k-2m,35,59.8,UW-D,2902.32,0,0.0,2024,10,0.0,0,0.0
POL101271,2024-04-29,2025-04-29,US,Healthcare,100k-500k,9,61.5,UW-C,913.16,0,0.0,2024,4,0.0,0,0.0
POL101272,2024-10-28,2025-10-28,UK,Tech,<100k,3,78.8,UW-D,192.38,0,0.0,2024,10,0.0,0,0.0
POL101273,2024-06-13,2025-06-13,US,Professional Services,10m+,1288,50.2,UW-A,23121.22,0,0.0,2024,6,0.0,0,0.0
POL101274,2024-06-30,2025-06-30,EMEA,Manufacturing,<100k,1,80.3,UW-B,218.07,0,0.0,2024,6,0.0,0,0.0
POL101275,2024-08-10,2025-08-10,US,Tech,2m-10m,131,86.8,UW-A,7593.09,0,0.0,2024,8,0.0,0,0.0
POL101276,2024-11-06,2025-11-06,APAC,Professional Services,<100k,5,77.8,UW-B,218.23,0,0.0,2024,11,0.0,0,0.0
POL101277,2024-01-07,2025-01-06,UK,Professional Services,2m-10m,171,71.3,UW-A,8345.14,0,0.0,2024,1,0.0,0,0.0
POL101278,2024-11-25,2025-11-25,UK,Healthcare,<100k,3,69.9,UW-A,220.38,0,0.0,2024,11,0.0,0,0.0
POL101279,2024-09-19,2025-09-19,UK,Professional Services,100k-500k,14,77.8,UW-A,858.34,0,0.0,2024,9,0.0,0,0.0
POL101280,2024-06-09,2025-06-09,EMEA,Other,500k-2m,28,66.1,UW-C,2692.57,0,0.0,2024,6,0.0,0,0.0
POL101281,2024-05-30,2025-05-30,US,Tech,2m-10m,97,78.8,UW-B,7516.39,0,0.0,2024,5,0.0,0,0.0
POL101282,2024-03-25,2025-03-25,UK,Professional Services,2m-10m,212,72.1,UW-B,7187.08,0,0.0,2024,3,0.0,0,0.0
POL101283,2024-05-26,2025-05-26,UK,Healthcare,500k-2m,73,58.9,UW-D,2970.54,0,0.0,2024,5,0.0,0,0.0
POL101284,2024-04-21,2025-04-21,US,Tech,2m-10m,136,77.1,UW-C,7488.96,0,0.0,2024,4,0.0,0,0.0
POL101285,2024-02-05,2025-02-04,APAC,Healthcare,<100k,1,66.4,UW-B,226.38,0,0.0,2024,2,0.0,0,0.0
POL101286,2024-10-11,2025-10-11,UK,Tech,100k-500k,18,63.2,UW-D,828.81,0,0.0,2024,10,0.0,0,0.0
POL101287,2024-07-06,2025-07-06,UK,Tech,100k-500k,11,57.7,UW-B,880.84,0,0.0,2024,7,0.0,0,0.0
POL101288,2024-03-22,2025-03-22,US,Tech,100k-500k,24,67.3,UW-A,848.28,0,0.0,2024,3,0.0,0,0.0
POL101289,2024-01-02,2025-01-01,UK,Other,100k-500k,20,79.7,UW-D,760.93,0,0.0,2024,1,0.0,0,0.0
POL101290,2024-10-29,2025-10-29,US,Retail,100k-500k,12,78.2,UW-A,766.82,0,0.0,2024,10,0.0,0,0.0
POL101291,2024-07-15,2025-07-15,US,Manufacturing,<100k,4,70.3,UW-B,219.49,0,0.0,2024,7,0.0,0,0.0
POL101292,2024-01-11,2025-01-10,US,Professional Services,500k-2m,39,73.6,UW-A,2809.7,0,0.0,2024,1,0.0,0,0.0
POL101293,2024-08-21,2025-08-21,APAC,Retail,<100k,5,84.0,UW-B,230.29,0,0.0,2024,8,0.0,0,0.0
POL101294,2024-07-13,2025-07-13,UK,Retail,100k-500k,17,62.6,UW-B,856.28,0,0.0,2024,7,0.0,0,0.0
POL101295,2024-04-28,2025-04-28,EMEA,Other,100k-500k,10,48.2,UW-A,923.81,0,0.0,2024,4,0.0,0,0.0
POL101296,2024-01-20,2025-01-19,APAC,Healthcare,500k-2m,47,84.0,UW-B,2420.97,0,0.0,2024,1,0.0,0,0.0
POL101297,2024-09-17,2025-09-17,UK,Healthcare,500k-2m,24,56.8,UW-C,3147.85,0,0.0,2024,9,0.0,0,0.0
POL101298,2024-10-19,2025-10-19,UK,Tech,100k-500k,21,54.4,UW-A,890.17,1,42208.52,2024,10,47.41624633496972,1,42208.52
POL101299,2024-09-12,2025-09-12,EMEA,Retail,<100k,2,38.0,UW-B,240.73,0,0.0,2024,9,0.0,0,0.0
POL101300,2024-08-09,2025-08-09,EMEA,Retail,100k-500k,15,73.4,UW-A,809.78,0,0.0,2024,8,0.0,0,0.0
POL101301,2024-08-13,2025-08-13,UK,Other,<100k,5,40.6,UW-C,226.34,0,0.0,2024,8,0.0,0,0.0
POL101302,2024-02-22,2025-02-21,UK,Professional Services,100k-500k,12,53.6,UW-C,830.44,0,0.0,2024,2,0.0,0,0.0
POL101303,2024-12-20,2025-12-20,US,Professional Services,100k-500k,9,73.7,UW-D,893.67,0,0.0,2024,12,0.0,0,0.0
POL101304,2024-12-07,2025-12-07,UK,Professional Services,<100k,3,75.8,UW-A,205.45,0,0.0,2024,12,0.0,0,0.0
POL101305,2024-12-29,2025-12-29,EMEA,Tech,100k-500k,22,55.0,UW-A,819.02,0,0.0,2024,12,0.0,0,0.0
POL101306,2024-10-06,2025-10-06,US,Tech,10m+,765,55.3,UW-A,22173.15,0,0.0,2024,10,0.0,0,0.0
POL101307,2024-03-21,2025-03-21,EMEA,Manufacturing,10m+,951,42.4,UW-A,22411.77,0,0.0,2024,3,0.0,0,0.0
POL101308,2024-07-20,2025-07-20,US,Retail,100k-500k,18,56.6,UW-B,859.16,0,0.0,2024,7,0.0,0,0.0
POL101309,2024-06-06,2025-06-06,US,Manufacturing,<100k,4,69.0,UW-D,232.68,0,0.0,2024,6,0.0,0,0.0
POL101310,2024-04-29,2025-04-29,US,Manufacturing,<100k,1,57.5,UW-B,221.36,0,0.0,2024,4,0.0,0,0.0
POL101311,2024-02-28,2025-02-27,UK,Professional Services,100k-500k,9,61.2,UW-D,788.84,0,0.0,2024,2,0.0,0,0.0
POL101312,2024-08-02,2025-08-02,EMEA,Retail,2m-10m,159,41.4,UW-A,8489.44,0,0.0,2024,8,0.0,0,0.0
POL101313,2024-05-07,2025-05-07,US,Tech,<100k,2,82.0,UW-D,211.41,1,63033.95,2024,5,298.159737003926,1,63033.95
POL101314,2024-08-11,2025-08-11,EMEA,Other,500k-2m,20,72.5,UW-A,2866.0,0,0.0,2024,8,0.0,0,0.0
POL101315,2024-07-27,2025-07-27,EMEA,Professional Services,<100k,3,76.9,UW-D,210.5,0,0.0,2024,7,0.0,0,0.0
POL101316,2024-04-24,2025-04-24,US,Professional Services,10m+,1068,73.7,UW-A,21470.37,0,0.0,2024,4,0.0,0,0.0
POL101317,2024-07-27,2025-07-27,UK,Professional Services,100k-500k,16,52.5,UW-D,862.25,0,0.0,2024,7,0.0,0,0.0
POL101318,2024-01-14,2025-01-13,APAC,Retail,500k-2m,50,59.1,UW-A,2853.48,0,0.0,2024,1,0.0,0,0.0
POL101319,2024-01-09,2025-01-08,UK,Professional Services,100k-500k,15,36.4,UW-A,891.16,0,0.0,2024,1,0.0,0,0.0
POL101320,2024-02-09,2025-02-08,APAC,Professional Services,100k-500k,17,100.0,UW-B,729.2,0,0.0,2024,2,0.0,0,0.0
POL101321,2024-08-24,2025-08-24,UK,Manufacturing,<100k,2,62.7,UW-B,204.06,1,8701.4,2024,8,42.641379986278544,1,8701.4
POL101322,2024-10-07,2025-10-07,UK,Manufacturing,<100k,1,80.6,UW-C,206.91,0,0.0,2024,10,0.0,0,0.0
POL101323,2024-12-24,2025-12-24,EMEA,Professional Services,2m-10m,238,44.0,UW-D,8603.72,0,0.0,2024,12,0.0,0,0.0
POL101324,2024-07-19,2025-07-19,EMEA,Retail,2m-10m,133,78.6,UW-B,7818.15,0,0.0,2024,7,0.0,0,0.0
POL101325,2024-09-02,2025-09-02,EMEA,Manufacturing,2m-10m,59,92.3,UW-C,7010.54,0,0.0,2024,9,0.0,0,0.0
POL101326,2024-10-04,2025-10-04,UK,Tech,100k-500k,20,63.9,UW-A,894.84,0,0.0,2024,10,0.0,0,0.0
POL101327,2024-08-22,2025-08-22,EMEA,Manufacturing,500k-2m,53,49.3,UW-B,2918.31,0,0.0,2024,8,0.0,0,0.0
POL101328,2024-01-04,2025-01-03,US,Tech,<100k,1,62.9,UW-B,209.7,0,0.0,2024,1,0.0,0,0.0
POL101329,2024-06-02,2025-06-02,US,Healthcare,100k-500k,24,31.4,UW-D,845.37,1,7871.27,2024,6,9.311035404615732,1,7871.27
POL101330,2024-01-29,2025-01-28,APAC,Retail,100k-500k,14,64.3,UW-B,890.37,0,0.0,2024,1,0.0,0,0.0
POL101331,2024-04-18,2025-04-18,US,Retail,100k-500k,17,77.1,UW-C,792.19,0,0.0,2024,4,0.0,0,0.0
POL101332,2024-04-07,2025-04-07,UK,Manufacturing,100k-500k,16,64.3,UW-A,788.3,0,0.0,2024,4,0.0,0,0.0
POL101333,2024-08-02,2025-08-02,US,Tech,<100k,3,60.7,UW-A,200.65,0,0.0,2024,8,0.0,0,0.0
POL101334,2024-10-19,2025-10-19,US,Professional Services,100k-500k,17,72.7,UW-B,802.06,0,0.0,2024,10,0.0,0,0.0
POL101335,2024-03-15,2025-03-15,EMEA,Retail,500k-2m,31,73.8,UW-A,2773.35,0,0.0,2024,3,0.0,0,0.0
POL101336,2024-11-21,2025-11-21,UK,Manufacturing,100k-500k,16,39.9,UW-A,868.85,1,15807.59,2024,11,18.19369281233815,1,15807.59
POL101337,2024-05-25,2025-05-25,EMEA,Tech,<100k,4,66.3,UW-A,210.75,0,0.0,2024,5,0.0,0,0.0
POL101338,2024-05-07,2025-05-07,EMEA,Manufacturing,<100k,2,100.0,UW-C,194.51,0,0.0,2024,5,0.0,0,0.0
POL101339,2024-12-06,2025-12-06,UK,Professional Services,<100k,5,44.9,UW-A,251.45,0,0.0,2024,12,0.0,0,0.0
POL101340,2024-02-11,2025-02-10,UK,Tech,100k-500k,6,63.7,UW-D,782.19,0,0.0,2024,2,0.0,0,0.0
POL101341,2024-12-21,2025-12-21,US,Manufacturing,100k-500k,24,93.9,UW-A,740.7,1,56728.48,2024,12,76.58766032131767,1,56728.48
POL101342,2024-02-10,2025-02-09,EMEA,Tech,100k-500k,17,81.4,UW-A,844.72,1,28757.68,2024,2,34.04403826119898,1,28757.68
POL101343,2024-02-03,2025-02-02,US,Retail,500k-2m,48,56.8,UW-B,2930.67,0,0.0,2024,2,0.0,0,0.0
POL101344,2024-01-17,2025-01-16,EMEA,Tech,100k-500k,7,68.0,UW-B,837.43,0,0.0,2024,1,0.0,0,0.0
POL101345,2024-06-13,2025-06-13,US,Professional Services,500k-2m,30,64.7,UW-B,2703.57,1,7055.66,2024,6,2.6097567290656425,1,7055.66
POL101346,2024-06-01,2025-06-01,US,Healthcare,<100k,1,53.8,UW-B,231.15,0,0.0,2024,6,0.0,0,0.0
POL101347,2024-03-16,2025-03-16,UK,Retail,100k-500k,23,63.7,UW-A,818.14,0,0.0,2024,3,0.0,0,0.0
POL101348,2024-03-27,2025-03-27,UK,Professional Services,500k-2m,30,60.5,UW-C,2707.6,0,0.0,2024,3,0.0,0,0.0
POL101349,2024-04-26,2025-04-26,EMEA,Professional Services,<100k,1,66.7,UW-B,210.2,0,0.0,2024,4,0.0,0,0.0
POL101350,2024-12-27,2025-12-27,EMEA,Tech,<100k,1,53.8,UW-A,239.85,0,0.0,2024,12,0.0,0,0.0
POL101351,2024-12-07,2025-12-07,US,Retail,2m-10m,97,44.9,UW-C,8260.64,0,0.0,2024,12,0.0,0,0.0
POL101352,2024-01-27,2025-01-26,US,Other,100k-500k,7,64.3,UW-C,852.45,0,0.0,2024,1,0.0,0,0.0
POL101353,2024-11-08,2025-11-08,US,Manufacturing,500k-2m,48,90.2,UW-B,2601.25,0,0.0,2024,11,0.0,0,0.0
POL101354,2024-10-13,2025-10-13,UK,Tech,<100k,3,66.2,UW-C,227.44,0,0.0,2024,10,0.0,0,0.0
POL101355,2024-05-13,2025-05-13,US,Tech,500k-2m,55,59.5,UW-D,2801.36,0,0.0,2024,5,0.0,0,0.0
POL101356,2024-08-06,2025-08-06,US,Other,100k-500k,11,76.2,UW-B,790.0,0,0.0,2024,8,0.0,0,0.0
POL101357,2024-06-16,2025-06-16,US,Retail,<100k,4,62.6,UW-A,215.76,0,0.0,2024,6,0.0,0,0.0
POL101358,2024-04-07,2025-04-07,US,Retail,100k-500k,16,92.9,UW-D,713.47,0,0.0,2024,4,0.0,0,0.0
POL101359,2024-09-24,2025-09-24,EMEA,Manufacturing,<100k,2,64.9,UW-A,210.87,0,0.0,2024,9,0.0,0,0.0
POL101360,2024-08-24,2025-08-24,UK,Professional Services,100k-500k,9,75.4,UW-A,796.67,0,0.0,2024,8,0.0,0,0.0
POL101361,2024-11-04,2025-11-04,UK,Retail,<100k,2,53.7,UW-A,212.36,0,0.0,2024,11,0.0,0,0.0
POL101362,2024-06-21,2025-06-21,UK,Other,<100k,2,72.5,UW-C,203.24,0,0.0,2024,6,0.0,0,0.0
POL101363,2024-07-08,2025-07-08,EMEA,Healthcare,100k-500k,16,69.0,UW-D,870.62,0,0.0,2024,7,0.0,0,0.0
POL101364,2024-05-01,2025-05-01,UK,Tech,<100k,3,64.1,UW-B,226.44,0,0.0,2024,5,0.0,0,0.0
POL101365,2024-02-15,2025-02-14,UK,Tech,2m-10m,96,56.5,UW-D,7833.93,0,0.0,2024,2,0.0,0,0.0
POL101366,2024-03-04,2025-03-04,APAC,Tech,<100k,1,55.4,UW-A,255.83,0,0.0,2024,3,0.0,0,0.0
POL101367,2024-05-09,2025-05-09,US,Manufacturing,100k-500k,7,69.2,UW-A,758.84,0,0.0,2024,5,0.0,0,0.0
POL101368,2024-11-05,2025-11-05,UK,Professional Services,<100k,3,74.4,UW-B,227.66,0,0.0,2024,11,0.0,0,0.0
POL101369,2024-12-28,2025-12-28,US,Tech,100k-500k,22,62.9,UW-D,838.05,0,0.0,2024,12,0.0,0,0.0
POL101370,2024-07-11,2025-07-11,EMEA,Other,2m-10m,227,67.0,UW-B,8074.99,0,0.0,2024,7,0.0,0,0.0
POL101371,2024-11-02,2025-11-02,US,Tech,<100k,2,64.4,UW-A,224.95,0,0.0,2024,11,0.0,0,0.0
POL101372,2024-06-29,2025-06-29,US,Tech,10m+,716,59.3,UW-A,20587.09,0,0.0,2024,6,0.0,0,0.0
POL101373,2024-10-18,2025-10-18,UK,Tech,<100k,5,61.9,UW-A,226.48,0,0.0,2024,10,0.0,0,0.0
POL101374,2024-10-08,2025-10-08,UK,Tech,500k-2m,52,64.7,UW-A,2841.05,0,0.0,2024,10,0.0,0,0.0
POL101375,2024-01-29,2025-01-28,UK,Professional Services,100k-500k,14,100.0,UW-A,667.8,0,0.0,2024,1,0.0,0,0.0
POL101376,2024-05-28,2025-05-28,UK,Other,2m-10m,143,68.2,UW-D,8494.54,0,0.0,2024,5,0.0,0,0.0
POL101377,2024-09-23,2025-09-23,US,Manufacturing,100k-500k,14,74.5,UW-B,826.41,0,0.0,2024,9,0.0,0,0.0
POL101378,2024-10-22,2025-10-22,UK,Retail,100k-500k,9,71.5,UW-C,848.84,0,0.0,2024,10,0.0,0,0.0
POL101379,2024-01-11,2025-01-10,US,Professional Services,<100k,2,61.0,UW-A,212.83,0,0.0,2024,1,0.0,0,0.0
POL101380,2024-06-12,2025-06-12,US,Retail,<100k,5,84.4,UW-A,217.67,0,0.0,2024,6,0.0,0,0.0
POL101381,2024-04-22,2025-04-22,UK,Tech,2m-10m,107,59.6,UW-B,8375.35,0,0.0,2024,4,0.0,0,0.0
POL101382,2024-07-05,2025-07-05,UK,Tech,100k-500k,19,80.6,UW-D,808.62,0,0.0,2024,7,0.0,0,0.0
POL101383,2024-10-21,2025-10-21,UK,Other,100k-500k,24,59.7,UW-B,850.35,1,25442.35,2024,10,29.919856529664255,1,25442.35
POL101384,2024-08-19,2025-08-19,UK,Tech,500k-2m,27,50.3,UW-D,2783.96,0,0.0,2024,8,0.0,0,0.0
POL101385,2024-08-14,2025-08-14,EMEA,Tech,100k-500k,21,70.3,UW-C,815.34,0,0.0,2024,8,0.0,0,0.0
POL101386,2024-11-05,2025-11-05,EMEA,Retail,10m+,358,44.8,UW-A,23073.76,0,0.0,2024,11,0.0,0,0.0
POL101387,2024-04-07,2025-04-07,EMEA,Retail,500k-2m,31,72.7,UW-A,2805.51,0,0.0,2024,4,0.0,0,0.0
POL101388,2024-02-24,2025-02-23,US,Tech,100k-500k,16,46.9,UW-C,845.24,0,0.0,2024,2,0.0,0,0.0
POL101389,2024-04-20,2025-04-20,UK,Tech,2m-10m,82,59.4,UW-B,8171.71,0,0.0,2024,4,0.0,0,0.0
POL101390,2024-05-31,2025-05-31,EMEA,Professional Services,<100k,2,43.5,UW-A,227.7,0,0.0,2024,5,0.0,0,0.0
POL101391,2024-09-02,2025-09-02,US,Healthcare,100k-500k,8,100.0,UW-B,740.16,0,0.0,2024,9,0.0,0,0.0
POL101392,2024-03-09,2025-03-09,UK,Tech,100k-500k,12,40.1,UW-B,927.46,0,0.0,2024,3,0.0,0,0.0
POL101393,2024-11-07,2025-11-07,APAC,Professional Services,<100k,1,65.1,UW-D,215.41,0,0.0,2024,11,0.0,0,0.0
POL101394,2024-10-15,2025-10-15,UK,Retail,500k-2m,34,81.8,UW-A,2737.92,0,0.0,2024,10,0.0,0,0.0
POL101395,2024-09-06,2025-09-06,US,Manufacturing,2m-10m,163,78.9,UW-A,7699.49,0,0.0,2024,9,0.0,0,0.0
POL101396,2024-02-05,2025-02-04,US,Professional Services,100k-500k,5,77.7,UW-B,794.83,0,0.0,2024,2,0.0,0,0.0
POL101397,2024-08-26,2025-08-26,EMEA,Tech,100k-500k,15,60.1,UW-C,899.11,0,0.0,2024,8,0.0,0,0.0
POL101398,2024-05-27,2025-05-27,APAC,Retail,10m+,1278,72.5,UW-B,21918.25,0,0.0,2024,5,0.0,0,0.0
POL101399,2024-08-14,2025-08-14,APAC,Healthcare,100k-500k,6,78.6,UW-D,847.78,0,0.0,2024,8,0.0,0,0.0
POL101400,2024-08-31,2025-08-31,US,Tech,100k-500k,5,68.1,UW-C,904.16,0,0.0,2024,8,0.0,0,0.0
POL101401,2024-12-02,2025-12-02,US,Professional Services,100k-500k,16,68.4,UW-B,819.0,0,0.0,2024,12,0.0,0,0.0
POL101402,2024-12-30,2025-12-30,UK,Tech,2m-10m,65,59.8,UW-A,8193.98,1,70583.95,2024,12,8.61412280723165,1,70583.95
POL101403,2024-07-19,2025-07-19,US,Tech,100k-500k,14,51.2,UW-B,844.2,0,0.0,2024,7,0.0,0,0.0
POL101404,2024-06-02,2025-06-02,EMEA,Retail,500k-2m,37,83.2,UW-C,2503.67,0,0.0,2024,6,0.0,0,0.0
POL101405,2024-03-13,2025-03-13,US,Professional Services,500k-2m,66,84.0,UW-C,2607.6,0,0.0,2024,3,0.0,0,0.0
POL101406,2024-07-19,2025-07-19,UK,Manufacturing,100k-500k,21,51.5,UW-D,811.89,0,0.0,2024,7,0.0,0,0.0
POL101407,2024-10-22,2025-10-22,UK,Healthcare,100k-500k,14,62.6,UW-B,803.96,0,0.0,2024,10,0.0,0,0.0
POL101408,2024-01-17,2025-01-16,UK,Retail,500k-2m,54,62.3,UW-B,2897.39,0,0.0,2024,1,0.0,0,0.0
POL101409,2024-05-08,2025-05-08,UK,Professional Services,100k-500k,20,64.3,UW-A,817.7,0,0.0,2024,5,0.0,0,0.0
POL101410,2024-08-04,2025-08-04,UK,Retail,500k-2m,25,65.7,UW-A,2884.8,0,0.0,2024,8,0.0,0,0.0
POL101411,2024-03-01,2025-03-01,UK,Tech,2m-10m,116,78.0,UW-A,7625.81,0,0.0,2024,3,0.0,0,0.0
POL101412,2024-04-13,2025-04-13,UK,Manufacturing,100k-500k,13,53.7,UW-A,945.88,0,0.0,2024,4,0.0,0,0.0
POL101413,2024-02-11,2025-02-10,UK,Other,500k-2m,62,51.7,UW-B,2978.59,0,0.0,2024,2,0.0,0,0.0
POL101414,2024-01-25,2025-01-24,EMEA,Tech,500k-2m,40,83.1,UW-A,2787.96,0,0.0,2024,1,0.0,0,0.0
POL101415,2024-02-08,2025-02-07,US,Tech,500k-2m,32,57.7,UW-B,2909.82,0,0.0,2024,2,0.0,0,0.0
POL101416,2024-10-17,2025-10-17,US,Tech,100k-500k,22,45.8,UW-B,899.29,0,0.0,2024,10,0.0,0,0.0
POL101417,2024-05-10,2025-05-10,US,Healthcare,<100k,2,57.7,UW-B,241.49,0,0.0,2024,5,0.0,0,0.0
POL101418,2024-08-16,2025-08-16,UK,Healthcare,100k-500k,8,60.0,UW-B,878.42,0,0.0,2024,8,0.0,0,0.0
POL101419,2024-04-17,2025-04-17,EMEA,Manufacturing,500k-2m,41,87.9,UW-A,2628.15,0,0.0,2024,4,0.0,0,0.0
POL101420,2024-06-20,2025-06-20,APAC,Manufacturing,100k-500k,12,78.8,UW-D,811.26,0,0.0,2024,6,0.0,0,0.0
POL101421,2024-04-11,2025-04-11,UK,Professional Services,500k-2m,64,81.6,UW-A,2724.74,0,0.0,2024,4,0.0,0,0.0
POL101422,2024-12-19,2025-12-19,UK,Healthcare,100k-500k,14,77.2,UW-D,779.91,0,0.0,2024,12,0.0,0,0.0
POL101423,2024-01-12,2025-01-11,US,Healthcare,100k-500k,6,79.1,UW-A,773.62,0,0.0,2024,1,0.0,0,0.0
POL101424,2024-10-01,2025-10-01,UK,Retail,<100k,2,54.7,UW-B,246.61,0,0.0,2024,10,0.0,0,0.0
POL101425,2024-04-10,2025-04-10,APAC,Retail,500k-2m,36,61.7,UW-A,3081.97,0,0.0,2024,4,0.0,0,0.0
POL101426,2024-02-13,2025-02-12,US,Healthcare,100k-500k,10,50.1,UW-A,834.12,0,0.0,2024,2,0.0,0,0.0
POL101427,2024-10-31,2025-10-31,UK,Retail,<100k,5,61.8,UW-B,217.92,0,0.0,2024,10,0.0,0,0.0
POL101428,2024-01-17,2025-01-16,UK,Healthcare,100k-500k,18,75.1,UW-C,858.65,0,0.0,2024,1,0.0,0,0.0
POL101429,2024-11-25,2025-11-25,US,Healthcare,500k-2m,49,66.5,UW-A,2853.3,1,22450.95,2024,11,7.868415518872884,1,22450.95
POL101430,2024-02-26,2025-02-25,UK,Healthcare,100k-500k,14,84.5,UW-B,815.43,0,0.0,2024,2,0.0,0,0.0
POL101431,2024-11-06,2025-11-06,EMEA,Healthcare,<100k,3,47.8,UW-A,245.33,0,0.0,2024,11,0.0,0,0.0
POL101432,2024-10-29,2025-10-29,UK,Retail,10m+,852,64.0,UW-B,22130.38,1,36164.95,2024,10,1.634176638629793,1,36164.95
POL101433,2024-01-12,2025-01-11,APAC,Healthcare,500k-2m,31,46.0,UW-D,2998.67,0,0.0,2024,1,0.0,0,0.0
POL101434,2024-11-13,2025-11-13,UK,Professional Services,10m+,1232,54.1,UW-D,23350.78,0,0.0,2024,11,0.0,0,0.0
POL101435,2024-03-20,2025-03-20,EMEA,Tech,100k-500k,8,76.0,UW-B,775.23,0,0.0,2024,3,0.0,0,0.0
POL101436,2024-08-03,2025-08-03,UK,Tech,100k-500k,11,61.7,UW-A,859.07,0,0.0,2024,8,0.0,0,0.0
POL101437,2024-12-04,2025-12-04,UK,Retail,2m-10m,73,72.5,UW-A,8114.58,1,5922.39,2024,12,0.7298455372921334,1,5922.39
POL101438,2024-09-20,2025-09-20,US,Retail,100k-500k,6,50.5,UW-D,859.15,0,0.0,2024,9,0.0,0,0.0
POL101439,2024-05-28,2025-05-28,UK,Other,500k-2m,58,39.5,UW-A,3027.08,0,0.0,2024,5,0.0,0,0.0
POL101440,2024-03-21,2025-03-21,UK,Professional Services,100k-500k,13,73.2,UW-C,825.44,0,0.0,2024,3,0.0,0,0.0
POL101441,2024-08-02,2025-08-02,UK,Professional Services,100k-500k,9,91.1,UW-B,761.26,0,0.0,2024,8,0.0,0,0.0
POL101442,2024-07-16,2025-07-16,US,Tech,<100k,2,50.0,UW-D,241.23,0,0.0,2024,7,0.0,0,0.0
POL101443,2024-07-18,2025-07-18,US,Tech,<100k,4,83.3,UW-B,203.95,0,0.0,2024,7,0.0,0,0.0
POL101444,2024-01-25,2025-01-24,EMEA,Manufacturing,<100k,3,65.6,UW-B,237.79,0,0.0,2024,1,0.0,0,0.0
